id,brand,manufacturer,name,customer_rating,customer_review,review_title
AV3atCk2glJLPUi8SQna,Amazon,,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,1.0,"I'm a huge fan of the Echo family. I have two Echo's, three Dots and one Tap. No they aren't essential to my life but I love playing music, listening to the news and controlling the Philips Hue smart lights throughout my home. It was a large investment that most of the population won't make - with that being said I am not a huge fan of the way the hockey puck Dots look like. Glossy plastic looks a little cheap to me although it has no effect on the performance of them. Having the Dot cover is a great option and it looks fantastic.Some reviewers say they look cheap or fit too loose - I'm not sure why people are moving their Dots. Since Dots are made to be stationary, have a loose fitting cover isn't an issue. To me, it fits perfectly. They also aren't made of real fabric, but the important part is that it does look like the fabric in the picture. Not being fabric is a better option considering plastic is much more durable than material and will hold its color better if your Dot happens to get sunlight.I bought three covers - Blue, Grey and White. They all look good but the grey is my favorite as it doesn't attract more attention than it needs to. With that being said, I like all three colors.Edit 07/11/2017 - These covers hold up well over time. Mine haven't collected dust or faded. I've kept them on for over half a year and not a single issue (not that I'd expect any besides possible fading).",Great upgrade for aesthetics
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,Love being able to use Alexa unplugged. Amazing device!,Amazing
AVzRkFTFvKc47QAVd43-,Amazon,,All-New Amazon Fire HD 8 Tablet Case (7th Generation,0.0,"1. While a great idea to make the cover self-standing, it's annoying that it's floppy when not in use.2. I bought the cover because my first Kindle didn't have a cover and often got left on, wearing down the battery. My second Kindle cover had the convenient feature of automatically opening and closing the device. So I wanted that feature on my third Kindle. Even though I think it's over priced, I like the convenience.3. My other cover was black, which often got lost on dark surfaces. This time I got the denim blue, so it's much easier to find from a distance.",Worth it to buy the cover.
AV3atCk2glJLPUi8SQna,Amazon,,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,1.0,Changes the whole look of the Echo ... after i purchased i think i should have gone with the tan leather. But blue is my favorite color and it adds a bit of a pop to a mundane looking black disk! The texture is also really nice feel and look to it!,Great pop of color for a bland looking product!
AVsRjfwAU2_QcyX9PHqe,Amazon,Amazon,Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,1.0,This. Is a great charger. I like it better than the square ones.,Great Charger. One person found this helpful. Was this review helpful to you Yes No
AVzRlqklGV-KLJ3aavB0,Amazon,,Amazon Kindle Oasis Premium Leather Battery Cover - Black,1.0,"Excellent product, awesome color",Great color One person found this helpful. Was this review helpful to you Yes No
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,Makes for a great alarm and reminder device. I own 2 dots and the tap. Use them all.,Great product
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,Even as a speaker alone this item is worth the price!,Awesome Quality Speaker
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"Amazon Tap is a great device. The device has very good audio quality despite it's small size. The biggest difference between this and the larger Amazon Echo, is that you have to press the ""microphone"" button before the device will listen to you (which is great for people who are concerned that the Echo is always listening to what you say). So far, the battery life has been great. With the Alexa app, it is very easy to connect this device to different Wi-Fi networks.",Amazon Tap is great!
AVsRilrqnnc1JgDc34jd,Amazon,,Alexa Voice Remote for Amazon Echo and Echo Dot,0.0,Worked great for a few weeks then completely stopped working. Don't have the box now so can't return it.,Dead after 3 weeks
AVzRloqLGV-KLJ3aavBd,Amazon,,All-New Amazon Fire 7 Tablet Case (7th Generation,0.0,"While this case fits a 7th Gen Fire perfectly, there is no comfortable way to hold it and it doesn't stand up on it's own for viewing. Returning to try another style",there is no comfortable way to hold it and it doesn't stand up ... One person found this helpful. Was this review helpful to you Yes No
AVpgKkzMLJeJML43J5BV,Amazon,,Amazon Kindle Oasis Premium Leather Battery Cover - Walnut,0.0,"Horrible screen. Nice on one side, totally different color on the other.",One Star
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,If you have Prime this is the best thing you can buy!,Worth every penny!
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"Bought it as a gift, she loves it. Very entertaining and wonderful volume, having lots of fun with it.",Lots of fun
AVpfLiCSilAPnD_xWpk_,Amazon,Amazon,Amazon Fire TV,1.0,got as a gift and we love it,I love it
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0.0,"For the price, you should be able to use as a speaker when talking on the phone. I had to use my daughter's Beats Pill for this function, therefore it's not worth all the hype.",Not what I expected
AV1T0_ti-jtxr-f31CoV,Amazon,,Amazon Tap Sling Cover - Magenta,1.0,"Ok first things first, I also own a Echo and if you own a Echo you will love the Tap.Now you will see a lot of reviews around the internet of people saying they wish the Tap was voice enabled like the Echo. I happen to think those people are not completely thinking things through. Because the Echo is not meant to be a mobile device. It generally sits somewhere in your house and the voice command is then a great feature to have. But the Tap is meant to be mobile, and therefore I am happy it's not a Voice command device. I would not want to be at the beach or on a subway or at the coffee shop and having this thing think the world is taking to it. So I actually think not having a voice command is a well thought out feature. I have the Echo on my kitchen counter and the Tap in my Studio office. And when I leave my office I just grab it and go.I bought this on sale for 89 and I went to the store and listened to many Bluetooth speakers. And while yes the charge 3 sounds better, all the charge 3 can do is be a Bluetooth speaker. While the Tap is so much more for less . And the Tap sounds Great. After looking online I was a little nervous that it would not sound that great, but I was 100 wrong about that. There is no other product out there for 89 that sounds this good and can do what the Tap does.I was not paid or given a Tap to write this review. I'm just a consumer who was it the market for a Bluetooth speaker, and I could not be happier with my choice.Also if you buy this device buy the Amazon sling as well. Trust me you will want it. And honestly I am again happy I got the one that covers the bottom of the Tap. Because if this was sitting on a table and someone knocked over a drink I would not want the bottom where the charging rings are to be exposed.That's it, that's all. Buy it, you won't be disappointed!!!!!",I also own a Echo and if you own a Echo you will love the Tap
AVpfODXeilAPnD_xXeUd,Amazon,,Replacement Remote for Amazon Fire TV Stick,0.0,"My remote went out just a couple weeks after we received the Fire Stick.Put new batteries in it and it worked another couple weeks. Then, I didn't have time to get to it until the return time was out. I tried batteries again, cleaning the ports, and everything I could think of. Because I can't get the cheap remote working, this Fire Stick is STUCK on the television on which is was originally installed.... until I pay for a new remote. Amazon, you can do better than this. I see that there are many, many posts of people like me whose remotes just don't work. A phone app is nice, but shouldn't HAVE to be the only answer besides another remote that costs 30 of the original whole product.",Shouldn't have to settle for a Phone App or paying 30 of the entire thing to get another remote. Shame on you Amazon!
AV1T0_tnvKc47QAVgf2V,Amazon,,Amazon Tap Sling Cover - Green,1.0,"Sling is simply awesome and so is the Amazon Tap!! My tap arrived this morning along with this sling and I am currently testing both products out as we speak!! This sling allowed me easy access to carry my tap to work today!!One nice thing I like about the tap is that this sling is not required but it is a very nice addition.. It provides great protection for the tap, which is what I needed it for.. My tap is going to be like a mini, portable Sonos for me.. It's going to be a speaker I take with me daily!! So I wanted this sling to protect my speaker and keep it from getting dinged up.. Even though it provides minimal coverage for the speaker, it still protects it from dings! The minimal coverage is needed not to hurt the sound quality coming from the speaker... Taking the speaker to the beach, camping, hiking, to parties, I wanted something to protect it while in use!! This sling is going to do just that!!Another thing it does is allows me to hang it from my bag!! At first, I was afraid the silicone wouldn't be strong enough for that and would stretch.. Well so far, no issues!! I use a carabiner and attach it to my bag!! No stretching and super easy to carry my tap with me!Pros1.) Can access all buttons in the sling2.) Can charge with the sling on (Via USB port not dock)3.) Allows personalization of your Tap4.) Protects your Tap from dings and since my tap isn't for home use, this is great5.) I love the bright and vibrant colors6.) Silicone is plenty strong enough for hanging7.) Doesn't adversely affect sound qualityOverall: I do feel 20 for the sling is a little high but for the protection it provides my brand new tap, I very happy with it.. I didn't buy my tap to sit still at home..Read more",Provides Excellent protection for my new tap that is out and about with me as we speak!!!
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0.0,just okay! Product was for my girlfriend. Doesn't appear she uses it much except to steam music. Most of the questions I ask it I get nothing. I like Siri better.,Okay!?
AV1T09fyvKc47QAVgf2R,Amazon,,Amazon Fire TV Game Controller,1.0,"Ok i've been in the technology field for close to 20 years and a gamer since the 80's so i know a little something about controllers. This really is an awesome controller with a great feel to it. It doesnt feel cheap in any way, and works perfect. It also has voice search button which works great and it has volume control via the shoulder buttons when headphones are plugged in. Ive read a few reviews about bad battery life and i havent found it an issue on mine. I bought it in late december and the batteries are due to be changed now in late april. I would like to see rechargable batteries built it instead but maybe in the future.",Great Controller
AVpfo9ukilAPnD_xfhuj,Amazon,,Alexa Voice Remote for Amazon Fire TV and Fire TV Stick,0.0,"I've had the REPLACEMENT remote 3 months and it's stopped working. If I want to use my Amazon Fire TV (which I love) I have to use my cell phone or my tablet. It defeats the purpose of having voice remote. It also makes me question and second guess whether I should purchase the ECHO. Is it going to quit after 3 months I mean, come on, 30 for 3 months use And it's too late to send it back.",Not what I expected from an Amazon produced product.
AVpfODXeilAPnD_xXeUd,Amazon,,Replacement Remote for Amazon Fire TV Stick,0.0,"My remote went out just a couple weeks after we received the Fire Stick.Put new batteries in it and it worked another couple weeks. Then, I didn't have time to get to it until the return time was out. I tried batteries again, cleaning the ports, and everything I could think of. Because I can't get the cheap remote working, this Fire Stick is STUCK on the television on which is was originally installed.... until I pay for a new remote. Amazon, you can do better than this. I see that there are many, many posts of people like me whose remotes just don't work. A phone app is nice, but shouldn't HAVE to be the only answer besides another remote that costs 30 of the original whole product.",Shouldn't have to settle for a Phone App or paying 30 of the entire thing to get another remote. Shame on you Amazon!
AVpjWh8e1cnluZ0-Vy0O,Amazon,,Fire HD 6 Tablet,1.0,"For the low price, this tablet really does more than expected! The camera isn't great however, I always use my phone for a camera so that doesn't effect me. Here are some of the pros and cons:Pros: Low cost yet high tech Great screen quality (of course there is better out there, but it looks great as is) Smooth and responsive Easy access to amazon prime content Easy to wirelessly share content to a TV Battery life Web browser works greatCons: Doesn't have some apps android users are used to having Camera quality isn't great and no flash Less 'extra features' than some higher priced tablets haveI opted to go with the 16gb version with no ads. The ads aren't a big deal, but I figured I would pass on having them on my screen. No matter what version you pick, they all do the same things. The gigs may or may not matter to you. 8 and 16 gigs both aren't very large, but if you want to predownload some tv shows, movies, music before a vacation, then you may want to look into getting the larger 16gig. If you will always have internet connection, then it isn't much a problem since you have unlimited cloud storage and can download to your device or stream at anytime you have internet.Overall... If you want an Amazon tablet, and you want the best, go with the HDX series. However, if you want an amazing tablet but don't want to spend as much, then these new HD 6 7 series are great! For me and my uses, the HD 6 is the perfect fit.I would suggest the 6 over the 7 for most buyers. The only 2 things the 7 has over the 6, are a larger screen, and dual speakers. Sure the dual speakers is kind of nice, but the screen is actually lower quality than the 6.Read more","HD Fire 6 is great for the price! 3,563 people found this helpful. Was this review helpful to you Yes No"
AV1T19k3GV-KLJ3adSMS,Amazon,,Certified Refurbished Kindle E-reader - Black,0.0,"Bought a refurbished kindle and literally after one month of owning it the device started to freeze. I had to reboot it multiple times and then it would start working. Went on a trip and it worked as it should but as soon as I returned the battery died and I charged it over night and the next morning the screen was frozen with the character reading a book under a tree. I tried all rebooting methods (20 seconds, 40 seconds, 1 minute) and nothing. Called customer service and was on the phone for an hour. Eventually they said that they could only give me 35 off the next purchase of a new kindle. I was pretty bummed out that a refurbished product of their own was not backed by them. I ended up buying a new kindle with the discount they gave me but should have just went with a new one to begin with since I ended up spending the same amount of money and had way more of a headache to deal with. Now I have to figure out what to do with this new Kindle Paper Weight that I have.",I was pretty bummed out that a refurbished product of their own ...
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"I was looking for a blutooth speaker to use with my phone but I didn't want to worry about things being ordered on my amazon account or the whole dreaded electronic eavsdropping that has been in the news the last few months. This speaker fits the bill as you can disable order by Alexa, and you have to manually push the listen button for the mic to pick up sound. The speaker quality is great for a portable option. The only thing that I don't like is the charging stand can lose connection if its not sitting just right, but I can't knock a star for this as they allow you to plug the cable directly into the unit itself which solves the problem.","Great ""dumb"" speaker"
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"Bought the echo first, and liked it so much I bought a Tap to add mobility. I carry it around all the time, to the garage, working out, etc.",Great Tech!
AVpfODXeilAPnD_xXeUd,Amazon,,Replacement Remote for Amazon Fire TV Stick,0.0,"I don't know what's wrong with fire tv remotes, but they tend to malfunction after a while. I have no intention of buying another one, when the replacement remote breaks again, I'm done with amazon fire tv and will look for another provider. Unless amazon gives me a free remote",Amazon fire tv remote sucks!
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"easy to use , sound is great, i use it any where in the house",nice speaker
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0.0,"I should have done some research before buying the Tap. I would have rather had the upgraded version that is voice activated. Also, I thought it would be more like Siri where you can ask anything. Alexa's answer to most questions is, ""I don't understand the question."" The Bluetooth speaker works fine.",Impulse Buy
AVpfODXeilAPnD_xXeUd,Amazon,,Replacement Remote for Amazon Fire TV Stick,0.0,Purchased the replacement controll because the original stopped working. Ordered the replacement in November and it also stopped working for no apparent reason. I changed the batteries twice with no luck. It was great for the three months it lasted. However it ONLY lasted 3 months. Unfortunately my return date expired 2 weeks ago. I Dowloaded the remote app and it consistently looses wifi conectivity (home wifi network works perfectly on all my other phone apps),"Faulty remote, short life span"
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,I wanted the technology but didn't want something that listens to the ever-present conversation in my home. The Amazon Tap fit the bill since one must tap its button to get it to listen.It works and works very well.,Great Product
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0.0,Could not get it to work properly. I put the app on my phone and my computer. I reached out for help. They responded and it still didn't work. I finally got frustrated and returned it.,Would not work properly!
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"I have owned three versions of the amazon echo: the original, the dot, and the tap. This is the most versatile of the three. The wireless recharging is great. The sound is not as good as the original, but the portability makes up for this. At $79 it was a fantastic buy.","great price, good product"
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,I wanted to get a portable Bluetooth speaker that I could use while out as well as at home. The tap has great sound quality and Alexa is more useful than I would have thought.,Awesome speaker with Alexa
AVsRipBGv8e3D1O-lxRe,Amazon,,Echo Dot (2nd Generation) - Black,1.0,"Having worked in the electronics retail industry for years now, I've seen scores of Smart devices come and go. Until now, nobody quite got it right. In the Echo Dot, Amazon has created a near perfect blend of hardware and software. I've seen plenty of the former, but truly seamless multi platform software has eluded everyone but Amazon. We're talking major players like Samsung and Google who have been at it for much longer than Amazon. The main problem is that excellent products like the Samsung Smart Things hub, which do a fantastic job of unifying a slew of different connected devices from different companies (Nest, Honeywell, Phillips, and so on), still lacked the web connectivity and entertainment support I wanted, so I'd still end up needing my tablet or phone. Thanks to fantastic third party support, the Dot has no problem controlling all of my smart stuff while allowing me to listen to music, order food, check the weather, listen to the radio, set alarms and timers, all of which is easily accomplished through simple voice commands. To me, this is the exceedingly rare product that I didn't know I needed, and now can't live without. Similar to the smartphone and tablet I use every day that didn't exist just a few short years ago.If you're even a little bit curious you owe it to yourself to give the dot a try. Add a good speaker and enjoy just how simple a connected life can be!Update: After a bit more time with the dot, or maybe I should say dots since I went out and bought another one for my living room, I've come up with a few tips.1. Use the best speakers you can with it. I found that while Bluetooth was convenient I got much better sound out of my JBL duet computer speakers.2. Take the time to voice train Alexa at least once.Read more","The Smartest of Them All!!! (Check out the video for a quick demo) 10,"
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,We now have one for everyone in the family and no longer share. I would have no problem recommending this to a friend.,Love It
AVzRloqLGV-KLJ3aavBd,Amazon,,All-New Amazon Fire 7 Tablet Case (7th Generation,0.0,"I typically don't post reviews however don't waste your money on this case. I got it on Friday and started using it that evening. Its now Thursday and the case is peeling at the edges, the fabric around the camera hole has started bubbling, and the felt on the inside edge is wearing off. i have not had any issues with it standing on its own like other people have mentioned. I am giving this a two star mainly because it is still functional. I am tempted to send it back but I like the functionality of this case.",Save your money.....
AVph5AshLJeJML43f_fT,Amazon,,Certified Refurbished Kindle E-reader,1.0,"I've had this Kindle for a while now. Many of the reviews say it all so I don't think I could add much. But I feel like I need to speak on behalf of this Kindle to shield it from reviewers and owners who seem to have no idea what they bought. If this could help clear up any confusion for a first time buyer then writing this is worth it. So I have to begin by asking reviewers that confuse us allDo you have any clue what you bought Let's all say it out loud: THIS KINDLE DOES NOT HAVE A LIGHT!!!!!! It is an entry level model with no light. Amazon has always sold non lighted Kindles, and I still have many of them. They are a cheap way to get into the e-reader scene. Can you read a real book in the dark Of course not. So these non lighted Kindles are not epic failures for not having a light just as the last novel you bought was not an epic failure for not having a built in light. It is ridiculous to buy this Kindle then give it a 1 star review because it doesn't have a light. Read the product descriptions. This Kindle has no light, the Paperwhite and Voyage do.Scream all to the heavens: THIS KINDLE DOES NOT HAVE PAGE TURNING BUTTONS!!!! To buy this Kindle then give it a 1 star review because your old Kindle had page turning buttons and this one does not is insane. Could you not see when you clicked on BUY that this Kindle had no page turning buttons. Sometimes I think there are two kinds of Kindle owners: those who want page turning buttons and those who don't mind moving their thumb a nano meter to turn a page. If you can tell by my sarcasm, I belong to the latter bunch.Then of course there are the technically deficient that have no clue what wifi is, are unable to sign on, and blame it on the Kindle. BAM! another 1 star review.Read more","Know what you are buying!!!! 16,"
AVzRloqLGV-KLJ3aavBd,Amazon,,All-New Amazon Fire 7 Tablet Case (7th Generation,1.0,This is a great cover. It turns the device on and off by opening and closing and works as a great stand with it either vertical or horizontal. It also adds very little to the size or weight of the tablet. I absolutely recommend it!,Great Cover
AVpfODXeilAPnD_xXeUd,Amazon,,Replacement Remote for Amazon Fire TV Stick,0.0,Second remote. Stopped working. Will not work with firestick software on tv. Very carefully chose home arrows ..has a mind of it's own. Had to unplug so that it wouldn't deregister device! I did not(!) choose that selection. Bad device. Kept defaulting to video game or going to sleep/options window. However none would select. Going to look for another service.,2nd Bad Remote
AV1T19lYglJLPUi8H8Y_,Amazon,,Kindle Voyage E-reader,1.0,"Since other people have gone into detail on the device, I will answer only the burning questions I had before I received mine. I was very happy with my Paperwhite and would not have bought this had mine not been stolen/lost (not sure which). My husband still has his Paperwhite, so I was able to compare them side by side.CAN I USE THE WALL CHARGER FROM MY PAPERWHITE TO CHARGE THE VOYAGEYes.CAN PRESSING THE PAGE TURNERS CAUSE REPETITIVE USE ISSUESI don't think so. You can turn down the pressure it needs (which is very slight) or you can turn it off completely and turn pages with a tap. It's actually nice to have both options.CAN YOU SEE WHERE TO TURN THE PAGES IN THE DARKNo. You can guess where the page forward area is, but the page back is a dot, so guessing would be difficult. But you can still tap to turn pages. Using a cover helps, as the edge of the cover would be right over the dot.DOES THE FEEDBACK BUZZ ANNOY YOU WHEN YOU TURN PAGESI think it does take a little getting used to, but you can turn it down, and I think I will not notice it after a while. (There's no sound it's purely tactile.) Months later: It's not distracting you forget about it.IS THE ADJUSTABLE LIGHT NICEI still do it manually. It doesn't adjust the way I'd like it to. Not as bright in good light as I'd like, and not as dim while my husband is sleeping next to me. Note that if you want to use the night light, you have to set that separately from Auto Adjust. Settings/Device Options/Screen Light. I'm not actually sure that the night light is working. It was at 18 when I turned off the light (this is quite bright), and I checked it about 10 minutes later, and it was at 17.Read more","I was very happy with my Paperwhite and would not have bought this ... 5,"
AVzRloqLGV-KLJ3aavBd,Amazon,,All-New Amazon Fire 7 Tablet Case (7th Generation,0.0,"Horrible cover for my new (third) Kindle!!! And it seems to be the only option for the Kindle Fire 7 (cover fits 7th generation). The back side of this cover folds like origami paper. It bends too many ways, is too lightweight, and won't prop up or stay propped up well. You can't stand it up to read on a table with any reliability. Forget it in a real wind or if it gets bumped.Amazon should have given us a choice between a sturdy cover with strong sides that don't bend all over and another, cuter, flimsier cover that can be bent as desired, like this one.Maggie",Flimsy Unstable Cover. Don't buy it.
AVpfo9ukilAPnD_xfhuj,Amazon,,Alexa Voice Remote for Amazon Fire TV and Fire TV Stick,0.0,I ordered this item to replace the one that no longer works. The directions for the new remove state to press the home button to go to the home screen (using the existing remote which does not work) You must use your existing remote for all the following steps. The existing remote DOES NOT WORK. This is why I bought a new one. I am sending all of this crap back to amazon and canceling this Fire subscription. This has been a problem from day one and we have only had this for a few months. Not worth the money.,I am sending all of this crap back to amazon and canceling this Fire subscription
AVph_N4z1cnluZ0-IkrF,Moshi,Amazon,Moshi Anti-Glare No Bubble Screen Protector for the Fire Phone,0.0,"This one really does not have bubble problems, yes because the screen part is actually thinner than side part thus it is actually floating above the screen. While it cause a problem that the touch screen is not as sensitive than in the previous time. Secondly it is really soft actually thus it will be scratched easily by anything near your cellphone such as keys or coins. I would like to say that design is okay, but it is not satisfactory as a screen protector.",Secondly it is really soft actually thus it will be scratched easily by anything near your cellphone such as keys or ...
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0.0,This review can not be valid due to the device did not work for me. I would put it down. Just upgraded to the ECHO instead of the tap.,didn't work
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"Hi Everyone, Alexa is the best of the best. I feel like she knows me more and more each week. She is a STRONG speaker for my love of music. She knows like everything ever. I ask her crazy facts and she always responds with something. She does struggle a little with recent events. But that will get better with time. She is my home personal assistant and assists with managing my calendar. In a word. AWESOME!",I Love Alexa
AVsRipBGv8e3D1O-lxRe,Amazon,,Echo Dot (2nd Generation) - Black,0.0,"My Amazon Echo Dot does not require the user to enter pairing mode to connect to the device via bluetooth. I live in an apartment complex - two of my neighbors have connected to my echo dot without any input on my part. The dot appears as a pairable bluetooth device at all times. This is a major security flaw, considering that this devices is connected to my network and my amazon account, and is listening at all times. I will be keeping this device unplugged until this flaw is fixed.",MAJOR SECURITY FLAW
AV1T19mDGV-KLJ3adSMT,Amazon,,Kindle Oasis with Leather Charging Cover - Black,0.0,"This is my 4th Kindle since I bought my first one as soon as Kindle was launched. With every new model, I was fascinated by the improvements and kept recommending them to friends. The Voyager was the first time I felt somewhat frustrated with an Amazon product.Yes, it is lighter and even easier to read than my previous models - if you are buying your first one, don't hesitate - it is still a great product and still much more comfortable to use than trying to read a book on an iPad - even if it is an iPad Mini.But... There are a few things that I thing Amazon should fix on this one, specially because it is the top of the line Kindle:1. The battery cover just keeps disconnecting from the reader itself. The magnetic attachment is just not strong enough to keep it in position as you manipulate the reader. Previous covers just stayed in place and even the Apple magnetic cover attaches better than this one.2. As you are able to turn off the page buttons on the side, you should be able to turn off page turning on the screen. The way I got used to handle the kindle and as I constantly change hands when I am reading, I get a lot of undesired page turns because I touched the screen somewhere. A very simple fix that could be in one of the next software updates that would greatly improve my perception of the device.3. Battery life (even with the cover) is far from what I expected. My old Kindle had a battery that lasted for more than a month, the new one needs recharging every 15 days.4. The device itself is so light and the battery cover so cumbersome that it should come with a simple,e cover just to protect the screen when you throw it in the bag.5.Read more",Easy to read and very light but was frustrated with a few things...
AVsRjfwAU2_QcyX9PHqe,Amazon,Amazon,Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,1.0,Meet my needs but feel should be supplied when actually purchasing the Oasis E-Reader.,Five Stars
AVzRlqklGV-KLJ3aavB0,Amazon,,Amazon Kindle Oasis Premium Leather Battery Cover - Black,0.0,"Edit 6/15/17 After three months of use, I still don't love it. It works well, no complaints, but it marks up easily and the sides began flaking off. My original black cover had shown signs of wear due to repeatedly falling asleep with it folded back. I was much more careful with the merlot, and it showed more signs after a shorter period of time. And the flaky thing along the sides looks and feels just cheap. And for 90, I would expect real leather. So I switched back to my original black cover and I'm just letting it age with the device. I guess the plus side is that the merlot made me like the black cover more, but the downside is it cost 90 to do so. Ridiculous.As stated in the title, I love my Oasis. I've had it for about six months and, with the exception of the defective first one I received which was promptly replaced, I haven't had a problem out of it. I had gotten the black cover because black is my default choice, always. However, a couple of months ago I had gotten a screen protector and skin for the Oasis, and I just wasn't feeling the black cover anymore. I had considered the merlot (I think the walnut would feel nicer to the touch, but I despise brown leather) so I gave in after much consideration and ordered it. It didn't arrive with the bundle of things that it was supposedly shipped with, but after a quick call to customer service I had a new tracking number. It finally arrived today. I am disappointed to say that I don't love it. It smells funny, as I done remember my original doing. The color is duller than in the picture. Maybe my expectations had overblown due to the wait and the whole two tracking numbers thing, but I just don't love it.Read more","Love my Oasis. This cover, though Eh."
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0.0,"While it seemed to work fine, the Tap does not have the open mic feature. While that can be best for some, I bought it as a gift and they would prefer one that listens. The Tap makes you press the mic button every time you wish to communicate with Alexa, which seems to defeat the purpose.",Returned it
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"I was an early adoptor of the Amazon Echo, when I heard they were releasing a mobile version I wanted it. It wasn't until we spent a lot of time cleaning our old home before moving that we realized how usefule this lil guy was, just set it up to your phones wifi hotspot and you have a fully function Echo. I would buy this again if I didn't already have one.",Everything you love about your Echo on the go!
AVzRkFTFvKc47QAVd43-,Amazon,,All-New Amazon Fire HD 8 Tablet Case (7th Generation,0.0,This is a horrible an overpriced case. I've had this case for less than two weeks and it's already coming apart. The little rubber stitching around the case is falling off,Don't waste your money on this
AVzRlpC2vKc47QAVd5FA,Amazon,,All-New Amazon Kid-Proof Case for Amazon Fire HD 8 Tablet (7th Generation,1.0,"This thing does it's job perfectly, it's light weight and provides great protection. Not worried about it when in the little ones hands (or not as the case may be)!",Great case.
AV2Mus6LGV-KLJ3alnyc,Amazon,,Fire HD 10 Tablet with Alexa,1.0,"This is my 4th Kindle Fire, I also have the first generation, an 8.9 HDX and the new 6. The first thing that impresses is how thin and light this new model is, despite being the largest Fire to date. I love the more narrow, widescreen design of the screen, perfect for watching videos and reading books in portrait mode. Anyway, before I get carried away gushing, Ill just list my pros and one or two cons, to make this easier to read and save time.PROS:Wide screen design is perfect for videos and allows more text on a page for books.The stereo speakers sound incredible, even better than the previous HDX modelFor comic book readers comics purchased from Amazon now utilize the active panel reading mode from Comixology. I was wondering when Amazon was going to incorporate this feature for their comics, finally!Battery life seems to be similar to my 8.9 HDX, but Im happy with that considering the larger screen and thinness of the device.Considerably faster response time across the board.Finally! We can add a micro SD card to expand storage capacity! Yay!The camera takes photos that are much better quality than previous FireCONS:Would have preferred a rubberized back and case. The glossy finish is a fingerprint magnet also.Still deciding on the new software layout, maybe its because Im so familiar with the old Fire OS, but lets just say Im not blown away be the design so far.","Keeps Getting Better, Especially for Comic Readers 2,"
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,Don't know how I managed without Alexa. Everyone in the family is enjoying her.,Love it
