Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
1534,B00116629A,A3FAQACBPKDOWC,"J. Lehrer ""JL""",2,2,4,1234742400,Good but way too expensive,"Good product and decent shipping. However, the price was $15.95 and I later found the same item in a local store for $6.95. What a gouge."
505367,B001PMDYXW,A3RU3PJ3NUCN2J,Murky's Mom,4,4,5,1213401600,"It took a couple tries, but","My indoor cats were initially wary - but the third time I served it, they ate it with relish - and have ever since.  The outdoor cats [all volunteers, now neutered] took to it right away."
160034,B000H6PV4M,A133JTNHT9DE7V,C. Holbrook,4,5,2,1261958400,Not the jelly rings I grew up with,"I grew up getting jelly rings from the dept store candy counters, but they are increasingly hard to find.  I ordered these hoping they would be the same, but they are not.  These are a dark chocolate (I'm not a fan of dark chocolate), and even taste a little old or stale.  The raspberry filling is not as sweet as I expected either."
280021,B000ER5CTS,AY88JCMFRXD7V,Erlend Tangen,0,0,1,1233792000,"very brittle, breaks much too easily, choking hazard","I was definately expecting a better product from earth's best. However, these biscuits were not good at all. My son who only has 2 teeth broke these very easily. I will not be buying them again."
473845,B006XAFWB8,A2UBVNJIEB72UV,tekgal,0,0,5,1335744000,Great pasta sauce,My sister brought me a few jars of this pasta sauce several years ago and I have been a fan every since.
387636,B00271NNLI,A22HQ9VSD5LOTD,"A. McManus ""mc2""",0,1,1,1340755200,Doesn't fit! False advertising on packaging.,"These pods do not fit in the Senseo machines. The lid will not shut with just a single pod in the holder. My husband did manage to shut the lid but then the coffee leaked out the sides of the machine because the seal couldn't properly close around the pod. Packaging says ""Fits all coffee pod brewers!"" and it is a total lie."
356805,B001VNO3B2,A769CQ59B7M26,V. POTTER,2,3,5,1329868800,Frontier Broth Powder,We use chicken bouillon in a lot of our home cooked meals.<br />Finding organic bouillon is oft times a challenge and so we were pleased to find this product.<br />It doesn't need refrigeration and mixes easily into recipes.<br />The taste is great too.<br />Just be aware; if you're transferring the powder out of it's very nice foil packet (into a glass jar for example) that you remember that it's powder.<br />Otherwise you might end up with powder all over your counter top as opposed to in the container.<br />Powder.
183207,B00600N5UQ,AFWUD5VV3XQ61,Joy Leitschuh,3,3,2,1324771200,Undersized candy,I bough this as a stocking stuffer gift for Christmas. Was very disappointed in how tiny the item actually was. Felt item had been overpriced once received. Also felt item's shipping cost was overpriced for an item that was so small and shipped in a small envelope.
567964,B0030VJ8YU,A12WA0NDY18R6W,"Harrod Mom ""harrodk""",0,0,5,1303948800,Yummy organic baby food,This baby food is both convenient and healthy. it's great to not worry about what my son is eating and be able to grab this when I'm in a pinch!
496417,B001181NBA,A1U554UZF2PS93,"Bevo warrior ""Hook'em""",0,0,5,1298764800,Most tasty protein bar I have ever had,This is the most tasty protein bar I have ever had. I introduced to people at work and some of them just get hooked. It is not as chalky as other and tastes like real chocolate wafer.
360547,B009M2LRTA,AB6Y2PL1WSFTS,"Texas Gnat ""natcrab""",1,1,3,1323216000,Love this beverage...but don't have it shipped to you.,"My family loves this soda.  We sometimes buy it from a nearby grocery store.  HOWEVER,  I had it shipped from Amazon and it is no good.  I believe that somewhere in the process of getting to my home the Zevia Orange may be getting too hot.  It was very hot weather the first time it was shipped to me.  It really tastes weird...not like when we buy if off the shelf.  I tried again in cold weather this time and though it's not as bad, it is still no good. It has an odd bite to it that I assume comes from it getting too warm.  It alters the beverage and cooling it in the frig does not reverse it."
188261,B0027Z8VES,AXFU5DERK5FXJ,Matthew Barrett,5,5,5,1325808000,Just what I wanted,"I very much enjoy dark roasts.  The challenge I find is that many of them are either burnt or overly bitter from poor roasting.  This coffee does a very good job of being a strong dark roast that is full of flavor without any hint of burnt or bitter flavors.  It is very dark and oily and the small portion that did not fit in my airtight container dried out a bit and was not as strong flavored.  That took over 3 weeks though due to the volume of coffee and it was still better than other dark roasts I have tried.  I have used this for guests to eat with pies and cake over the holidays and all of them commented on its excellent flavor.  A couple who don't really like dark roast did request some cream, but still gladly had multiple cups.<br /><br />I would recommend this to anyone who:<br /><br />1.  Likes dark roast coffee<br />2.  Doesn't know, and wants to try it<br />3.  Wants to change it up from a medium, or god forbid, a light roast.<br /><br />It is a good quality product made more so because of the cost"
6299,B002SVAYGY,A1HEAEFW8BTI5P,Blue,0,2,2,1268870400,Do not use this sugar for layer cakes if you intend to decorate them,"Too soft: I just used this sugar to bake one of the layers for a firm pound cake-like layer cake intended for decoration (Wilton Butter cake recipe). This is a pretty hardy cake and can stand up to changes in temperature etc and still turn out well. I had already baked several of the layers with regular granulated sugar before I ran out and decided to use some of this baking sugar. Be forewarned, this sugar makes cakes far too tender. The layer literally fell apart coming out of the pan and it was well cooled and in a pan liberally covered in cake release. Even when I was mixing the batter, it for some reason stuck to my stainless bowl and was impossible to scrape entirely out. I'm sure this is good for meringues and such, but I would never attempt to use it again for a cake or even cookies. You would never get them out of or off the pan."
472833,B000F4D5GC,A2AMKC8X4T1SQX,JVib,1,1,5,1330905600,Great product,"I was very pleased with the price, quality and taste of this coconut.  I consume a lot of it by the spoonful and this was definitely the best value I could find."
392345,B001DY6TWU,A2K6HOWVTC9CE5,"Angela ""Angela""",0,0,1,1231632000,now i know whats wrong with my dog,"i have just brought one small package of Canidea from my oversea agent 2weeks ago, before my puppy only tried a french brand. First i was just mixed them together and seems ok, but then the old finished there is something weird happened to her, she started eating the stools??!! >:( yes and also vomited white yellowish foam and coughing after totally swished into this brand, even sent her to vet checking blood, taking pills and medical treat which i was thinking she might catch cold. anyway only feel lucky is vet cost much cheaper here...<br />then now she refuse to eat it or only a little if really hungry. most of time she'd rather biting a bone, glad saw the comments here, i will change it to other brand asap :)"
165535,B001QE7J2G,A1OXAJOCEOVYY9,D. Maycock,0,0,5,1179014400,Great dog food.,"Switched to Canidae from ScienceDiet after reading about dog foods on the internet.  I haven't noticed any major differences in the dogs habits or frequencies, other than her eating habits.  Before, she acted very finicky and sometimes would take all day to finish one bowl of food.  Now, she eats the whole helping in less than 30 seconds.  She really seems to like this food.  I will be sticking to this brand it looks like."
10148,B003EML8PM,A2XY8G529M2UWL,Jd Creighton-lane,0,0,5,1310515200,Great taste!,I bought these years ago at Walmart<br />and then they stopped carrying them.  I was searching the internet and found them at Amazon.  We ordered a box of each.  I like the spicy and my husband likes the orginal.  A learning process will be a sure thing until you figure out how many minutes for your microwave.  They are great and we love them.
226350,B002GWMP0S,AJ5COGATAU3UC,BaileysMom,0,0,5,1267315200,Great alternative to cow's milk,"My son is allergic to milk and soy. We have tried hemp milk, almond milk, and rice milk.  By far this is his favorite.  We use vanilla for almost all purposes and keep some 8oz boxes of original on hand for mashed potatoes and the like."
162306,B001EYUE5C,A1UO0OMCFXQ1TG,"Robert A. Morgan ""TacoPizzaBob""",0,0,5,1344643200,Delicious,"These used to almost never be in stock.  Inventory has improved, making them more predictable.  It is a delicious flavored coffee, not too much flavor since I normally drink my coffee black.  Quite good, give it a shot!"
517484,B000JGLE0U,A2VI7KUCKS2BT3,"Sarah M. Rizer ""Amazon woman""",0,0,5,1171065600,Tortuga Rum Cakes,These are excellent products.  I use them often for gifts.  Everyone who has gotten them has given rave reviews.
304694,B001BM01BE,AGQAXW1RV6HC4,JJ,0,0,5,1338940800,Fabulous!,"Excellent taste, quality is great. Love that they are all natural organic and at the price, a bargain! I will definitely order these again."
485157,B000I0VLRS,A2Y42VI196NKP3,Guacamole,0,0,4,1346198400,very nice!,"Found it at Whole Foods. It doesn't taste much like coffee but it's good in a different way, and definitely has similarities. I was expecting to have to put milk and maybe sugar in it like I do with coffee (not a fan of black, sorry) but I'm really liking it plain. Might change it up eventually, but on its own it's very good, a unique and interesting flavor. A little burnt. I like burnt."
467645,B0012KB466,A3OHADG98OLCAB,KL,11,11,5,1257379200,Best Ingredients in Fancy Brand,"Flaked Fish and Shrimp most likely has the best ingredients in Fancy brand.  As another review pointed out, it's 15% more protein.  Not only that, if you look at the ingredients list, you can see ""Ocean Fish, Fish Broth, Shrimp"" at the top of the list.  The rule is that higher percentage component in the food goes first.  Having ocean fish and shrimp is great, as opposed to ""liver or meat-by-product"".  In fact, there is no meat-by-product in the list.<br /><br />Of course, it's also that my cat likes to eat this. Therefore, I subscribe to this on Amazon as my cat's regular meal."
74771,B0026RQTGE,A27EUPT1D50M2R,SmileyKL,0,0,4,1342396800,Lily & Lolas Fun Chews,Received the Greenies and immediately gave 1 to each of my dogs. Lola chewed hers right away and loved it. Lily hides hers and then eats it later. Nice size and good price. Both dogs enjoy Greenies.
47621,B001GVIRWA,A2QFATW6CHRU44,Gideon,0,1,1,1294012800,Disappointed with this purchase,"I ordered this teabag sampler after trying a pomegranate tea of this same brand. The item reached me very quick after ordering but, these tea bags are really a waste of money. Not at all satisfied with them. They don't have that aroma you would expect from a premium green teas. I would never buy this again."
356307,B003SSWCJI,AV6G07JV1P9YC,"Kristin P. Morrill ""km""",4,5,3,1263859200,Both good and bad results,On the good side it helps me with nighttime leg cramps.<br />On the bad side it gives me diarrhea.<br />Trying to change the amount to see if I can lessen the bad results...
567822,B005K4Q68Q,A1XUSUK54IFXYL,B. Webb,0,1,3,1331856000,It's Ok. Best I Have Found So Far,"This is the best Hot Cocoa I have found so far, BUT I hope I can find better. It's not real chocolately. Wish it were a bit sweeter but on the whole, I would buy it again if I can't find better."
560030,B000SUKHZ0,A3KZ95F5X7FR84,Ebonybarbie,2,2,5,1282176000,Best Candy Ever!,I love this candy and it is hard to come by this flavor.  Great price.  It is lasting me a long time and I can give away to friends and family.  The right way to enjoy chewy spree is to suck on it for 10 to 15 seconds and then chew.
567224,B000LL0R92,A30RH40O7RT9VS,J. Layton,1,3,3,1193616000,"I didn't like these, but maybe they are good for you...","These drink are good enought that if you are buying them for health you will like them, but don't think they will be a nice treat to have, there is very little flavor in them."
536639,B0002LDAHC,A6SANB5L4DFDU,helixfrag,1,1,5,1324166400,Flavorful Coffee,"I grew up with this can around my house -my parents, like me, are coffee drinkers. Somehow it got phased out by my teens but I picked up a can at my local asian supermarket around three months ago.<br /><br />The first couple of cups of this was wonderful, dark, and flavorful. I loved the taste but got bored. Then I went back to my Columbian Coffee. Something still wasn't right. Now I use a 1:2 ratio of Cafe Du Monde to Columbian and haven't looked back. I cannot have my coffee any other way now. My local coffee shops rarely see my face these days because of this small orange can.<br /><br />Cafe Du Monde is coarsely grounded and has a darker brown color than most other coffees. It's not hard to see the difference if you mixed the two in a single can (which I did). Coffee Addicts need to get a can at least once in their life."
248446,B00016LZT8,AI7O5C9KBVSTF,i&#60;3pnutbutter,4,4,1,1326672000,Bland tasting,"I bought this because I would buy Kirkland (Costco's brand) instant mac 'n' cheese and almost always only use the cheese powder as a quick way to make mac n cheese with my favorite pasta. When it came in the mail (quick shipping), I noticed that it has no packaging date, sell by date, or expiration date. I found that a little odd and was iffy to use it but tried it out anyway. From reading other reviews that it tasted similar to them as using store brand powdered cheese, I made my recipe with the usual amount of pasta and put an equal amount of cheese powder as the box would have. It tasted bland to me and my boyfriend. We added more powder but still nothing much. Then some salt this time and it was a TAD bit better but not much. Given the vague packaging of this product and the bland taste of the powder, I'll stick with using individual boxes of mac n cheese powder."
251504,B001E5DZYS,A33OH380L3DW0Z,"Sarah B ""Sarah""",0,0,5,1283299200,Excellent Flavor,This coffee has a full bodied flavor without being overwhelming.  It's not too weak or acidic like other decafs I've tried.  I will definitely buy again.
398715,B001D09KAM,A92QJBXQZ4JAG,"Nicole D. Mccrae ""Nonfiction Vixen""",0,0,5,1341619200,I Love Kind Bars,"Great at all times of day! I munch a Kind Bar during the day for a snack or after dinner for dessert. These bars are fulfilling, hitting my sweet tooth and filling me up. A++++"
365844,B001EQ55MM,A260C4ODDUNWCA,G. Caldwell,0,1,5,1188950400,Eight Oclock Coffee,I am satisfied with this product and purchase. The item was delivered earlier than expected. The only draw back was Amazon apparently set me up on a revolving delivery account without my request or permission. Please be alert for revolving accounts.
226493,B000IEDUHS,A27WPNZY7T8ZG8,"Blindy ""blindy53""",4,5,4,1194048000,Apricots for eating,Good taste.  Took a long time to get shipped but they were worth waiting for.  Good price as well.
399897,B002IEVJRY,A3SLC8F6VIWXIR,"John T. Horner ""jthorner""",0,0,5,1337817600,Delicious and enjoyable over ice,"I really enjoyed this iced Cappucino, even though it was from a can. Poured over ice in a nice clear glass, it looks and tastes like the fresh brewed real deal. I had never tried this before being offered a free Vine sample, and now I'm sold."
194471,B001ET63MK,A2NE4HD70F7NJ1,G. Dawson,3,3,4,1226707200,We thunk the Franoia Extra Virgin is slightly inferior to the Sacilian.,"From our experience the Extra virgin, while very good, is slightly lacking in the flavor and fruitiness of the Sicilian also by Frantoia and available at a slightly lesser price from Amazon.  Maybe it is just us - what do others think?"
287219,B001GVIUSG,A140EBPRD09JJ6,Edward T. Geha,10,10,5,1270166400,Excellent,"I'm actually a diabetic; and cereal, because of it's high glucose content, is usually something I stay away from.  If I eat cereal for breakfast, even the good cereals like corn flakes or cheerios, I see a sudden spike in blood sugar and usually get tired at around 10 or 11am.  These Nature's Path Cereals, this one and the granola, are the only cereals from which I experience absolutely no negative effects.  Because of the natural ingredients, pumpkin seeds, flax, etc. this cereal does not immediately turn to sugar for the body to process.  Instead, it leaves you feeling full and energized for a long time.  They taste incredible too; seriously, I prefer this over regular raisin bran or whatever you'd compare it to.  Strongly recommend!"
241670,B0081XPTBS,A1GKYALLGSSYHW,Jenyoga,110,126,1,1279497600,This product now contains syrup solids,"This product's ingredient profile on the Earth's Best website does not list ""Syrup Solids""; however, buyers should be aware that the formula has recently changed to now include this ingredient.  Their website has not yet been updated to reflect this (as of 7/18/2010).<br /><br />I spoke with their consumer relations department and asked them to update their website since the misinformation is misleading to consumers.  The change in ingredient profile to include syrup solids is disappointing.  I am now researching other formulas."
459399,B001EO5TGQ,AIZBSI36ZSV9E,Spruce,0,0,5,1306108800,the best green tea,"We lived in Japan for 3 years and I leaned to love green tea.  Upon our return to the U.S. I started a hunt for green tea in a price range suitable for daily use - e.g. breakfast.  Stash Premium Green Tea, whether loose or in bags, is really excellent. Most other green teas taste like the lawn, this green teas is really delicious."
246479,B002D4DY8G,A3FBMSWBJ202SF,amazon's fan,0,0,5,1259107200,Full flavor and fragrant,"Chocolate always compliments coffee.  It's the same case here.  The dark chocolate taste is obvious but not overpowering.  The coffee smells and tastes very smooth.  So, it truly is a good combination for what it is."
375250,B0007CHPUY,ADA0POI6CH02C,"JW ""JW""",1,1,5,1310515200,Another Bias Review,"What can you possibly dislike about Puddles? Koeze's puddles are by far the most amazing puddle/turtle/bear-claw candy out there. End of story!<br /><br />Puddles are a holiday tradition in my husband's family. After a few years of rationing the small jar through January, I ordered my own box.  We've now moved on to the larger jar of milk and dark... with a few random orders throughout the year ;)  The caramel is sooo soft and delicious, the nuts are perfect, and the chocolate is a nice quality. I've never met a person who disliked puddles. The price and almost exclusively online availability aren't necessarily a selling point, but those two factors may be the only thing stopping me form living on Puddles for the rest of my life or moving into the Koeze's parking lot.  If you think I'm joking than you've obviously never eaten a Puddle.<br /><br />They can be hard to find closer to Christmas; just about everyone sells out by the 15th of December. The price is fairly consistent and most sites ship from Koeze's directly.  Order early and stock up!"
461472,B000BEZVW2,A1OCG38893SRWR,L. Mancini,3,3,5,1163030400,Best thing ever!!!,I grew up eating these and introduced them to my very picky five year old.  She absolutely loves them.  We moved last year and I haven't been able to find them in a store - so when I found them on Amazon I was thrilled.  I ordered them about six weeks ago (12 cans) and already need to reorder.  She ate 6 franks the first day we received them.  She asks me for them almost every day.
501596,B0031TJ0X0,A1ORXQ48QWYFJJ,April D. Harkness,2,2,4,1332979200,So good I forgot to eat!,"I am a hardcore chocoholic. I try and keep fit by watching what I eat, limiting my carbs and exercising on the regular. But Chocolate...well, I haven't been able to slay that demon.<br /><br />Until NOW!<br /><br />Enter Tisano.<br /><br />I gained quite a bit of rebound weight gain after losing 48 lbs from my pregnancy. 160 lbs down to 112! But when I reached 112, well, I did the rebound thing. I was 112 in Dec. By 2nd week of Jan I was 133.<br /><br />How? I couldn't control my cravings.<br /><br />133 not alot. But compared to my 112, it was noticeable.<br /><br />Not to mention a HUGE jump.<br /><br />I felt like chocolate was controlling me.<br /><br />I embarked on a chocolate tea crusade. I bought every chocolate tea i came across. I know this isn't a weight loss product, but it's working that way for me!<br /><br />I was supposed to have lunch an hour ago. Guess what? Not hungry for it. I was in the mood for my yummy chocolate tea. So drinking that instead. It's great to not be controlled by hunger. Right now I feel relaxed and even a bit high! Whatever is in this tea is WONDERFUL.<br /><br />Hurry up and buy this  because I am about to buy the whole stock! Great addition to my weight loss battle or anyone elses!"
553130,B004XTDL14,A2WE21K2T1ELA4,Sanjay,0,0,3,1345248000,Review,"The proportions on the back are vague, didn't ferment well. I even put it in the proof cycle in the oven to help it along. I've had better luck with other brands...."
325794,B006WLNUWG,A36BLBHK5DXHLP,Tonio,0,0,5,1325030400,Great!,"I got this present as a gift for my brother and he loves it! I'm happy to see that we have an entire year until any of them expire giving us plenty of time to eat the cereal. Instead of being giant chunks of rice krispie treat like I was kind of expecting, they're just little clusters of rice krispies with a bit o' marshmallow on them, not too sweet. Very delicious!"
240807,B000NBQUNW,ARJRU6M558MLO,"FOOTDOC ""GERRY""",0,0,5,1298678400,diet treats,This is a taste good product for those of us with s cholesterol problem.  It does help to a degree in reducing the problem and is valuable for people who cannot tolerate the statin medications
450594,B0009EHNXE,A1DSOXI06BJ4ZW,"Maria F. Kline ""ANGELICA""",1,1,5,1210291200,Nice seller-great item!,the bread mixes are perfect-i made every single loaf and they came better than perfect...thank you
375638,B001E53VC4,A2SB7QP43RNWC9,S Davis,0,0,5,1328918400,Wonderful,"The perfect low carb snack with just the right amount of crunch and spice.  I really like these little meaty pieces.<br />I keep mine in the freezer and just take a package out when needed, so have never had to worry about the mold that some pple talk about.  I find they keep for a long time once opened as long as I keep them in the fridge.<br />They are just yummy"
309927,B001IZKD2Q,A3IUIVQ6NF1DSQ,Julie,0,0,5,1331769600,Great Pasta!,"This is by far one of the best pastas if you like wheat and angel hair.  I've tried many others, but can't find any that compare to this one."
71494,B001EQ5PU4,ACSR97H0Y5ZPH,"Aaron Lawson ""Aaron Lawson""",1,1,5,1302307200,mmmmmmmmmmmmmmmmmmmmmmmmm...,"It is very good tea. Better than any other i have had. Every time that i make tea with it, it tastes exceptionally good. Also for the price and flavour, it is a good value. Definately, if you want a good breakfast tea, this is most definitavely for you"
492459,B0001G6VJW,A13BMX7ND9PK6V,Gerard T. Liebrand,3,3,5,1260489600,Great in Pancakes,I've used this product for several months and like the different taste it gives to pancakes.  Actually a 1/2 & 1/2 mix with whole wheat flour is better than  a straight buckwheat pancake.  Only problem now is it is not carried in our local store.  Looking on-line now.
124627,B0000DG734,A1GR3XVQXALH2E,Pete,2,2,5,1330560000,Great for the daily cocktail hour...,I ordered this cheese for my Mom who was on vacation in Florida. It arrived on time. This swiss cheese is huge and tasty. She has had several cocktail parties since and all loved it. I will be ordering from this company again. Well done.
364072,B005NVU64Q,ASFW4ZMNZJKDA,Mainiac,0,0,5,1320451200,Lovely,"This is wonderful semi-sweet chocolate.<br /><br />I usually favor dark chocolate, and this isn't as dark as I'd usually get, but I find this really a treat.<br /><br />Pros:<br />1. It's not too sugary sweet, like US chocolates tend to be.<br />2. The texture is good. Some chocolates seem a bit waxy to me, and this did, just a bit, on first taste, but that sense immediately went away.<br /><br />Cons:<br />1. Maybe the slight waxiness, but it's so slight that it's not enough to even lower this to four stars.<br /><br />I'm delighted with this chocolate and will get it again."
43039,B000Z95UME,AGJDTPNKXQ4JQ,Jeanne,0,0,3,1303171200,Not typical bergamot flavor - has an unappealing chemical taste that I didn't like,"I will stick with Tazo, Republic of Tea or another premium brand for authentic bergamot flavor. I will not buy this tea again.  Some may like the flavor but I found it cloying and slightly sweet - not Earl Grey in my book."
386934,B003D4MFUS,A3BKNXX8QFIXIV,"J. Finkel ""Jack of Trades""",3,3,5,1284422400,"Fizzy Juice, yum",The peach flavor of Knudsen Spritzers is one of their best (i also recommend strawberry and mango fandango).  The soda doesn't contain any added sugar or other undesirables.  While the main juice isn't peach juice (most of their spritzers are predominantly grape or apple juices) it does have enough peach juice to give it a distinct peach flavor.  Some people may find these spritzers a little too sweet.  I like to drink mine with ice or a little seltzer added.  I've tried other competing brands and find these spritzers the best all-juice sodas out there.
476563,B003ZXCA2U,A29H9G1IQADWOS,missing*john*candy,10,10,2,1292889600,don't taste as good as those from the grocery store,"I'm used to buying 12 poptarts for $2.89 in my area (Tennessee) so I thought 36 for $6.70 from Amazon was a slightly better deal with the prime free shipping. Well, it would have been if the poptarts tasted fresh and as good as they do when I buy them from the grocery store. They're not packaged in tinfoil like they are at my grocery store, they just don't taste the same. They'll do and I'll eat them, but I won't be buying them from amazon again, especially since the price has increased to $18 at this writing!"
81476,B001EQ4RBM,A140EBPRD09JJ6,Edward T. Geha,0,0,4,1310428800,"Like Salt & Vinegar Chips, but healthier!","If you love salt & vinegar chips like I do, these are for you.  Great salty snack, high in protein, pretty filling, and without the grease of potato chips. Definitely recommend!"
308425,B00028M72E,AXJ3ZBPA2PEIZ,L. Supino,0,0,5,1253836800,This Tea is Amazing!!!!!,This is the most Amazing Jasmine Green Tea that I have ever encountered!  You can really taste the jasmine flowers on many levels.  Sitting  and drinking this cup of tea is both a peaceful and evocative experience!  And I love that it is fair trade and organic.  Thank you to the company for developing such a Beautiful tea  :)
78059,B000ILA5RO,AOHK2C4LW9452,"R. Daneel ""good gov't guy""",0,0,4,1299974400,Solid choice for popcorn,Pops well with air popper. Decent flavor (though may want to add a low sodium topping). Fast ship. Good value. Who could ask for anything more?
306687,B000KNB0OW,A2GAUM6FEQY0EN,"I. Jean Hall ""jeanie""",5,5,5,1293753600,Great flavor - Excellent value,"I buy organic when possible and have been a fan of McCann's Steel Cut Oatmeal for years, but saw the reviews for Country Choice here by Amazon customers and noticed it was a winner in Cooking Illustrated ratings, and I decided to try it.  I found no discerning difference in the flavor....oats are oats....but the price point on the Country Choice makes it the clear winner IMO."
265491,B007O5CO6M,A2AZ5YD9H1SVDW,Laurag,0,0,4,1341964800,Good Product but it melted,This is a great product -- for my super picky family it is perfect.  One son loves the iced cookies and the other likes the plain ones -- it's great for all of us who have a variety of eaters.  My reason for one minus on the score was that the cookies arrived melted -- though it's probably my fault for ordering these in the middle 100 degree days -- keep that in mind when you are ordering.  Overall a great product and I love the snack size.  It's great that Amazon offers these items.
212201,B000CNB4LE,A2YKLEW942F1UB,Camrea,1,1,5,1338249600,"Price jump on-line... can't find in stores,... what happened???","I love this drink! Tastes just like Yoohoo. Sadly, I saw the price jump and figured I should just buy it at my local Whole Foods...until I realized I can't find it there anymore either!! I don't know if it's being discontinued or what happened but I hope to find it again soon (and not for almost $60 a box)."
544708,B001P3PR54,A1ZPY91VE3IDN1,J. Offenbach,5,7,4,1252713600,Easier to chew and digest than rawhide,"Our elderly terrier always liked rawhide chews but she tended to gag on them and then they were difficult to digest.  She seldom enjoyed that chewing exercise.  The C.E.T. Enzymatic Oral Hygiene Chews are the perfect chewable treat for her now and the byproduct is brief moments of breath freshening.  It does not take the place of eating kibble and my brushing her teeth, but she really enjoys these chews and they are just the right size for a small dog of 13 pounds.  In the past, I purchased the larger size and cut them with heavy duty scissors, but these petite chews are fine as is.  Unlike rawhide chews, these are consumed rather quickly and don't require the strongest of teeth, so they are much better for older dogs who still like to chew.  I think they are a little pricy, so I look for special values which occasionally occur on Amazon, always much better than the price at the vet."
15257,B00503DP0O,A7T1NIWZHTC4P,"Seven Kitties ""7kitties""",2,3,5,1313798400,really outstanding,"I did like you probably did: read all the healthiness (gluten free, etc) and translated it to be 'tasteless yuck'. And then I opened one bar and looked at how...small it seemed and felt robbed.<br /><br />I have never been quite so happy to be wrong!<br /><br />These things are small because they are rich, dense and amazing and the taste is absolutely decadent.  This is a fantastic midafternoon snack that really feels like an indulgence!"
375256,B0007OPVVW,A2K5K8PZMY5TV0,J. Skievaski,5,5,4,1303171200,Yummy,"I bought these caramels because I needed a treat that is individually wrapped (they stand along side Jolly Ranchers and Starbursts!)  They taste great; creamy and delicious.  If caramels run into a problem it's generally that they're too hard and chewy.  Not these caramels!  Not sure what else can be said about their actual taste.  All is as it should be.<br /><br />Each caramel is approximately 3/4"" x 3/4"" x 1/2"" and the entire 5 pound bag displaces approximately 1.5 gallons of space.<br /><br />They arrived in a rectangle flat box sealed in a plastic bag with a label that has a bar code (X0003AQ51L) and the text ""Caramel Squares 5lb"" and ""New"", though no date... This is the reason for the one star deduction as I believe nutritional info, ingredients, born on/exp date should have been provided.<br /><br />Seems a good product, a pity the seller didn't do more to stand beside it."
479092,B001E5E074,A2UKZGCVK2JT03,"Chris ""Chris""",0,1,5,1167868800,Healthy,"This cereal not only tastes good and is good for you.  It will clean you out pretty good as well!  Tons of fiber and beleive it or not, this cereal has like 9 grams of protien per serving!!!"
325469,B0001GV4QM,A2SJYD2F9DTYU1,Kenny B,0,0,3,1169078400,a little smaller thanit looks,I expected this assortment to be a little larger but the products in it were of good quality. The vendor had a quick shipping turn-around time.
61167,B000FA38ZY,A1KOYOE8O2F1J4,"J. Miller ""Heresy""",0,0,4,1320796800,Very tasty but very brittle too,"They taste fantastic but it seems like the paper-thin chocolate layer is so thin that the shipping process just made the cookies crumble; even the ones that were not broken up by the shipping fell apart when I took a bite. The taste is still great, rich creamy chocolate, tasty marshmallow and crunchy cookie all make for a fantastic Mallomar."
290091,B0051WBQ00,A25HLLKNFHGJM,M. poulin,4,4,3,1338249600,"Yup, Lots of Hulls!","Pops big, tastes great, but the hulls are huge! (Expensive)  I Feel like a dog with peanut butter on my tongue trying to get rid of the hulls that suction cupped to the back of my tongue.  Wanted to try mushroom popcorn, because it looks so tasty, but will stick with standard popcorn from now on."
253967,B0028PDFQG,ALT8IGQU5EJA9,tc55,5,9,2,1317945600,Bad Batch,"I think I received a bad batch( there's no expiration date).  Tried one---made me a bit queasy afterwards; like a fool I tried another( a few days later), this time w/o the mustard/mayo, and felt sick again.  These have probably been sitting on the shelf in a sweltering warehouse for quite some time, which can't be good for the mustard/mayo or the oily soy sauce pack.  That aside, they don't taste too bad actually but nowhere near as good as the other reviews would suggest.  I ordered a couple other Myojo ramen and they seemed fine, so I'm guessing it's just the luck of the draw---ordering food products from Amazon is something of a crapshoot( I've had stale popcorn delivered too)."
467458,B001CWU9HE,A3HV8LF9XQV3LA,Amb1980,0,0,4,1325289600,Better than expected,"After recently discovering a gluten intolerance I have been struggling to find things that I can take for lunch that actually satisfy my hunger.  I have tried other gluten free products and have been disappointed with quite a few.  These crackers were a pleasant surprise.  Many in the package were broken when they arrived, but that does not make them inedible.  I think they break so easily due to the fact that they are ""dry"" in texture.  Keep this in mind when buying and make sure to top these crackers with cheese or some other type of spread."
206655,B001CTYT6E,A36TU0NS9SEUQ3,No Nonsense,0,0,5,1281744000,PERFECT PROTEIN SNACK,"These snacks are great!  The natural flavor is a lot like the Slim Jims we ate as kids.  Only these are healthier!  Great to carry in purse to keep sugar from getting low while on the run.  Also, my job has me on my feet with no breaks!  It's easy to grab one and enjoy it to keep going.  Low in fat and calories but high in protein.  Forget that mid day sugary candy bar.  Grab on of these! A no-guilt snack!"
455794,B000CR1ELU,A25VTLYKHG1GOJ,nally,0,0,5,1340496000,Too soon to know!,"Received these vanilla beans very shortly after ordering but have not tried it yet. Saving it for summer guests. Planning on making a churn of fresh (right off my peach trees) peach-vanilla ice cream! Very hard to wait as the beans look great! Will provide product update when I make the ice cream!  By the way, gave it 5 stars on looks alone."
